613.0,578.0
613.0,578.0
613.0,578.0
613.0,578.0
613.0,578.0
613.0,578.0
613.0,578.0
613.0,578.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
50.0,50.0
